,campaign_number,user_engagement,banner,placement,displays,clicks,ad_spend_by_company_x,post_click_conversions,post_click_sales_amount
3195,camp 1,Medium,728 x 90,ghi,7698,127,23.7027,19,752.8078
3196,camp 1,Medium,728 x 90,jkl,1219,15,2.7995,2,126.4989
3197,camp 1,Medium,728 x 90,mno,24242,138,25.7557,21,426.6489
3199,camp 1,High,800 x 250,mno,16,0,0.0,0,0.0
3200,camp 2,Low,160 x 600,def,5396,15,0.5999,0,0.0
3201,camp 2,Low,160 x 600,ghi,124,2,0.0799,0,0.0
3202,camp 2,Low,160 x 600,mno,35357,216,8.6385,0,0.0
3203,camp 2,Medium,160 x 600,def,19308,262,10.4773,0,0.0
3204,camp 2,Medium,160 x 600,ghi,2535,43,1.7197,0,0.0
3205,camp 2,Medium,160 x 600,mno,135957,2570,102.7828,35,2382.0965
3206,camp 2,Low,240 x 400,def,6847,37,1.4797,0,0.0
3207,camp 2,Low,240 x 400,ghi,19887,441,17.6361,6,263.6491
3208,camp 2,Low,240 x 400,jkl,2526,26,1.0398,0,0.0
3209,camp 2,Low,240 x 400,mno,17828,104,4.1593,1,86.5989
3210,camp 2,Medium,240 x 400,def,40573,902,36.0739,10,470.4816
3211,camp 2,Medium,240 x 400,ghi,159293,7977,319.0266,136,13465.0555
3212,camp 2,Medium,240 x 400,jkl,22402,592,23.676,17,761.1532
3213,camp 2,Medium,240 x 400,mno,82335,1052,42.0736,18,876.4412
3214,camp 2,Low,300 x 250,abc,4,0,0.0,0,0.0
3215,camp 2,Low,300 x 250,def,7241,67,2.6795,0,0.0
3216,camp 2,Low,300 x 250,ghi,5232,114,4.5592,1,27.2887
3217,camp 2,Low,300 x 250,jkl,86,1,0.0399,0,0.0
3218,camp 2,Low,300 x 250,mno,47360,276,11.0381,4,147.3348
3219,camp 2,Medium,300 x 250,abc,4,0,0.0,0,0.0
3220,camp 2,Medium,300 x 250,def,29210,345,13.7977,4,455.964
3221,camp 2,Medium,300 x 250,ghi,37718,2040,81.5864,15,1353.2279
3222,camp 2,Medium,300 x 250,jkl,719,15,0.5999,0,0.0
3223,camp 2,Medium,300 x 250,mno,184155,2497,99.8636,45,3047.2213
3224,camp 2,Low,468 x 60,def,147,0,0.0,0,0.0
3225,camp 2,Low,468 x 60,jkl,1,0,0.0,0,0.0
3226,camp 2,Low,468 x 60,mno,454,0,0.0,0,0.0
3227,camp 2,Medium,468 x 60,def,731,2,0.0799,0,0.0
3228,camp 2,Medium,468 x 60,ghi,113,0,0.0,0,0.0
3229,camp 2,Medium,468 x 60,jkl,7,0,0.0,0,0.0
3230,camp 2,Medium,468 x 60,mno,1990,6,0.2399,0,0.0
3231,camp 2,Low,580 x 400,mno,9862,182,7.2787,1,9.1984
3232,camp 2,Medium,580 x 400,mno,35831,1545,61.7897,18,3474.7545
3233,camp 2,Low,670 x 90,def,1537,11,0.4399,0,0.0
3234,camp 2,Low,670 x 90,ghi,489,12,0.4799,4,171.918
3235,camp 2,Low,670 x 90,jkl,46,0,0.0,0,0.0
3236,camp 2,Low,670 x 90,mno,4226,30,1.1998,0,0.0
3237,camp 2,Medium,670 x 90,def,5787,93,3.7193,0,0.0
3238,camp 2,Medium,670 x 90,ghi,5304,82,3.2794,1,181.7297
3239,camp 2,Medium,670 x 90,jkl,270,16,0.6398,0,0.0
3240,camp 2,Medium,670 x 90,mno,15526,219,8.7585,2,20.1699
3241,camp 2,Low,728 x 90,def,11420,62,2.4795,0,0.0
3242,camp 2,Low,728 x 90,ghi,4697,48,1.9196,1,3.7993
3243,camp 2,Low,728 x 90,jkl,1180,20,0.7998,1,7.1054
3244,camp 2,Low,728 x 90,mno,42362,249,9.9583,0,0.0
3246,camp 2,Medium,728 x 90,abc,10,0,0.0,0,0.0
3247,camp 2,Medium,728 x 90,def,58049,706,28.2352,4,143.5625
3248,camp 2,Medium,728 x 90,ghi,59542,1639,65.5489,70,6277.5029
3249,camp 2,Medium,728 x 90,jkl,9214,185,7.3987,5,920.3267
3250,camp 2,Medium,728 x 90,mno,196643,2789,111.5413,24,2300.5482
3252,camp 2,Medium,800 x 250,mno,2,0,0.0,0,0.0
3253,camp 3,High,160 x 600,def,1897,5,0.2666,0,0.0
3254,camp 3,High,160 x 600,ghi,17,0,0.0,0,0.0
3255,camp 3,High,160 x 600,mno,15406,29,1.5464,5,504.4626
3256,camp 3,Low,160 x 600,abc,1,0,0.0,0,0.0
3257,camp 3,Low,160 x 600,def,6769,13,0.6932,0,0.0
3258,camp 3,Low,160 x 600,ghi,15,1,0.0533,0,0.0
3259,camp 3,Low,160 x 600,mno,22951,33,1.7597,0,0.0
3260,camp 3,Medium,160 x 600,def,10813,16,0.8531,0,0.0
3261,camp 3,Medium,160 x 600,ghi,27,0,0.0,0,0.0
3262,camp 3,Medium,160 x 600,mno,50189,181,9.6517,0,0.0
3263,camp 3,High,240 x 400,def,4313,13,0.6932,1,24.5825
3264,camp 3,High,240 x 400,ghi,5006,39,2.0796,3,255.4107
3265,camp 3,High,240 x 400,jkl,3473,6,0.3199,0,0.0
3266,camp 3,High,240 x 400,mno,10763,14,0.7465,1,26.3956
3267,camp 3,Low,240 x 400,def,4231,16,0.8531,0,0.0
3268,camp 3,Low,240 x 400,ghi,1730,7,0.3732,0,0.0
3269,camp 3,Low,240 x 400,jkl,307,2,0.1066,0,0.0
3270,camp 3,Low,240 x 400,mno,8897,6,0.3199,0,0.0
3271,camp 3,Medium,240 x 400,def,11413,46,2.4529,0,0.0
3272,camp 3,Medium,240 x 400,ghi,7246,109,5.8123,0,0.0
3273,camp 3,Medium,240 x 400,jkl,2428,36,1.9196,0,0.0
3274,camp 3,Medium,240 x 400,mno,21174,39,2.0796,0,0.0
3275,camp 3,High,300 x 250,abc,1,0,0.0,0,0.0
3276,camp 3,High,300 x 250,def,3685,10,0.5332,0,0.0
3277,camp 3,High,300 x 250,ghi,1013,17,0.9065,1,25.849
3278,camp 3,High,300 x 250,jkl,134,0,0.0,0,0.0
3279,camp 3,High,300 x 250,mno,23131,93,4.9571,3,311.0623
3280,camp 3,Low,300 x 250,abc,1,0,0.0,0,0.0
3281,camp 3,Low,300 x 250,def,10271,76,4.0526,0,0.0
3282,camp 3,Low,300 x 250,ghi,496,8,0.4265,0,0.0
3283,camp 3,Low,300 x 250,jkl,5,0,0.0,0,0.0
3284,camp 3,Low,300 x 250,mno,43045,96,5.1191,0,0.0
3285,camp 3,Medium,300 x 250,abc,3,0,0.0,0,0.0
3286,camp 3,Medium,300 x 250,def,17419,124,6.6122,0,0.0
3287,camp 3,Medium,300 x 250,ghi,1874,65,3.466,0,0.0
3288,camp 3,Medium,300 x 250,jkl,42,0,0.0,0,0.0
3289,camp 3,Medium,300 x 250,mno,79618,273,14.559,2,123.9655
3290,camp 3,High,468 x 60,def,110,1,0.0533,0,0.0
3291,camp 3,High,468 x 60,ghi,2,0,0.0,0,0.0
3292,camp 3,High,468 x 60,mno,119,0,0.0,0,0.0
3293,camp 3,Low,468 x 60,def,137,1,0.0533,0,0.0
3294,camp 3,Low,468 x 60,ghi,3,0,0.0,0,0.0
3295,camp 3,Low,468 x 60,mno,192,0,0.0,0,0.0
3296,camp 3,Medium,468 x 60,def,210,1,0.0533,0,0.0
3297,camp 3,Medium,468 x 60,ghi,2,0,0.0,0,0.0
3298,camp 3,Medium,468 x 60,mno,497,0,0.0,0,0.0
3299,camp 3,High,580 x 400,mno,4421,14,0.7465,2,89.625
3300,camp 3,Low,580 x 400,mno,5744,26,1.3864,0,0.0
3301,camp 3,Medium,580 x 400,mno,11686,79,4.2126,0,0.0
3302,camp 3,High,670 x 90,def,568,3,0.1599,5,166.9588
3303,camp 3,High,670 x 90,ghi,112,0,0.0,0,0.0
3304,camp 3,High,670 x 90,jkl,17,0,0.0,0,0.0
3305,camp 3,High,670 x 90,mno,1386,2,0.1066,0,0.0
3306,camp 3,Low,670 x 90,def,3229,12,0.6398,0,0.0
3307,camp 3,Low,670 x 90,ghi,27,0,0.0,0,0.0
3308,camp 3,Low,670 x 90,mno,2056,2,0.1066,0,0.0
3309,camp 3,Medium,670 x 90,def,4503,6,0.3199,0,0.0
3310,camp 3,Medium,670 x 90,ghi,114,1,0.0533,0,0.0
3311,camp 3,Medium,670 x 90,jkl,16,0,0.0,0,0.0
3312,camp 3,Medium,670 x 90,mno,4545,9,0.4799,0,0.0
3313,camp 3,High,728 x 90,def,6149,10,0.5332,0,0.0
3314,camp 3,High,728 x 90,ghi,860,16,0.8531,3,328.1186
3315,camp 3,High,728 x 90,jkl,1144,4,0.2138,1,58.874
3316,camp 3,High,728 x 90,mno,17236,36,1.9196,11,503.6627
3318,camp 3,Low,728 x 90,abc,1,0,0.0,0,0.0
3319,camp 3,Low,728 x 90,def,6208,26,1.3864,0,0.0
3320,camp 3,Low,728 x 90,ghi,249,5,0.2666,0,0.0
3321,camp 3,Low,728 x 90,jkl,91,0,0.0,0,0.0
3322,camp 3,Low,728 x 90,mno,28360,68,3.626,0,0.0
3323,camp 3,Medium,728 x 90,abc,1,0,0.0,0,0.0
3324,camp 3,Medium,728 x 90,def,19765,60,3.1994,0,0.0
3325,camp 3,Medium,728 x 90,ghi,963,24,1.2797,0,0.0
3326,camp 3,Medium,728 x 90,jkl,789,6,0.3199,0,0.0
3327,camp 3,Medium,728 x 90,mno,66140,181,9.6517,0,0.0
3329,camp 3,Low,800 x 250,mno,1,0,0.0,0,0.0
3330,camp 3,Medium,800 x 250,mno,3,0,0.0,0,0.0
3331,camp 1,High,160 x 600,abc,27,0,0.0,0,0.0
3332,camp 1,High,160 x 600,def,16918,115,21.0,22,1739.762
3333,camp 1,High,160 x 600,ghi,12397,89,16.0,85,4200.9739
3334,camp 1,High,160 x 600,mno,138088,958,178.0,386,19695.6339
3335,camp 1,Low,160 x 600,def,278,0,0.0,0,0.0
3336,camp 1,Low,160 x 600,ghi,34,0,0.0,0,0.0
3337,camp 1,Low,160 x 600,mno,1978,6,1.1198,1,7.0121
3338,camp 1,Medium,160 x 600,def,1950,8,1.493,0,0.0
3339,camp 1,Medium,160 x 600,ghi,425,0,0.0,0,0.0
3340,camp 1,Medium,160 x 600,mno,14946,100,18.6632,11,838.4317
3341,camp 1,High,240 x 400,def,41403,227,42.0,66,3128.2297
3342,camp 1,High,240 x 400,ghi,311579,7020,1310.0,2387,132863.0182
3343,camp 1,High,240 x 400,jkl,48415,406,75.0,196,7753.2121
3344,camp 1,High,240 x 400,mno,122565,845,157.0,360,17280.6922
3345,camp 1,Low,240 x 400,def,554,2,0.3732,0,0.0
3346,camp 1,Low,240 x 400,ghi,812,10,1.8663,4,177.6503
3347,camp 1,Low,240 x 400,jkl,329,4,0.7465,0,0.0
3348,camp 1,Low,240 x 400,mno,1187,1,0.1866,0,0.0
3349,camp 1,Medium,240 x 400,def,4104,33,6.1589,0,0.0
3350,camp 1,Medium,240 x 400,ghi,16227,445,83.0521,52,3012.7133
3351,camp 1,Medium,240 x 400,jkl,3536,43,8.0252,14,749.6778
3352,camp 1,Medium,240 x 400,mno,9726,70,13.0644,10,424.6225
3353,camp 1,High,300 x 250,abc,16,0,0.0,0,0.0
3354,camp 1,High,300 x 250,def,33843,183,34.0,59,4558.8246
3355,camp 1,High,300 x 250,ghi,64753,940,175.0,332,18629.1885
3356,camp 1,High,300 x 250,jkl,2913,18,3.0,0,0.0
3357,camp 1,High,300 x 250,mno,220208,1536,286.0,768,41462.4797
3358,camp 1,Low,300 x 250,def,242,0,0.0,0,0.0
3359,camp 1,Low,300 x 250,ghi,204,14,2.6128,1,26.6888
3360,camp 1,Low,300 x 250,jkl,27,0,0.0,0,0.0
3361,camp 1,Low,300 x 250,mno,2449,13,2.4262,0,0.0
3362,camp 1,Medium,300 x 250,def,3178,22,4.1058,3,24.8085
3363,camp 1,Medium,300 x 250,ghi,2869,88,16.4238,7,155.0264
3364,camp 1,Medium,300 x 250,jkl,229,1,0.1866,0,0.0
3365,camp 1,Medium,300 x 250,mno,22469,193,36.0219,14,576.2706
3366,camp 1,High,468 x 60,def,1009,5,1.0,4,64.2959
3367,camp 1,High,468 x 60,ghi,410,3,0.0,1,49.805
3368,camp 1,High,468 x 60,jkl,10,0,0.0,0,0.0
3369,camp 1,High,468 x 60,mno,2800,6,1.0,3,96.8771
3370,camp 1,Low,468 x 60,def,3,0,0.0,0,0.0
3371,camp 1,Low,468 x 60,mno,39,0,0.0,0,0.0
3372,camp 1,Medium,468 x 60,def,88,2,0.3732,5,235.814
3373,camp 1,Medium,468 x 60,ghi,19,0,0.0,0,0.0
3374,camp 1,Medium,468 x 60,mno,222,0,0.0,0,0.0
3375,camp 1,High,580 x 400,mno,36608,526,98.0,353,15422.7485
3376,camp 1,Low,580 x 400,mno,330,0,0.0,0,0.0
3377,camp 1,Medium,580 x 400,mno,2860,39,7.2787,5,547.6954
3378,camp 1,High,670 x 90,def,5127,47,8.0,21,1486.43
3379,camp 1,High,670 x 90,ghi,14294,141,26.0,19,1068.614
3380,camp 1,High,670 x 90,jkl,220,9,1.0,5,333.2911
3381,camp 1,High,670 x 90,mno,16161,107,20.0,60,2103.306
3382,camp 1,Low,670 x 90,def,66,1,0.1866,0,0.0
3383,camp 1,Low,670 x 90,ghi,29,0,0.0,0,0.0
3384,camp 1,Low,670 x 90,mno,172,0,0.0,0,0.0
3385,camp 1,Medium,670 x 90,def,540,2,0.3731,1,38.9017
3386,camp 1,Medium,670 x 90,ghi,684,9,1.6797,5,409.1184
3387,camp 1,Medium,670 x 90,jkl,9,0,0.0,0,0.0
3388,camp 1,Medium,670 x 90,mno,1422,3,0.5599,0,0.0
3389,camp 1,High,728 x 90,abc,31,0,0.0,0,0.0
3390,camp 1,High,728 x 90,def,60677,276,51.0,123,7411.3268
3391,camp 1,High,728 x 90,ghi,194530,2223,414.0,1063,51783.3768
3392,camp 1,High,728 x 90,jkl,19806,141,26.0,95,3662.7097
3393,camp 1,High,728 x 90,mno,245663,1094,204.0,621,27491.7953
3395,camp 1,Low,728 x 90,def,609,0,0.0,0,0.0
3396,camp 1,Low,728 x 90,ghi,269,5,0.9331,0,0.0
3397,camp 1,Low,728 x 90,jkl,116,0,0.0,0,0.0
3398,camp 1,Low,728 x 90,mno,2374,5,0.9331,0,0.0
3399,camp 1,Medium,728 x 90,def,6247,27,5.039,5,285.3593
3400,camp 1,Medium,728 x 90,ghi,8189,131,24.4492,25,1326.9922
3401,camp 1,Medium,728 x 90,jkl,1613,14,2.6128,5,34.3809
3402,camp 1,Medium,728 x 90,mno,27273,142,26.5021,9,760.63
3404,camp 1,High,800 x 250,mno,15,0,0.0,0,0.0
3405,camp 2,Low,160 x 600,abc,3,0,0.0,0,0.0
3406,camp 2,Low,160 x 600,def,5257,19,0.7598,0,0.0
3407,camp 2,Low,160 x 600,ghi,96,1,0.0399,0,0.0
3408,camp 2,Low,160 x 600,mno,37480,260,10.3981,0,0.0
3409,camp 2,Medium,160 x 600,abc,2,0,0.0,0,0.0
3410,camp 2,Medium,160 x 600,def,19849,256,10.238,6,648.3315
3411,camp 2,Medium,160 x 600,ghi,2606,79,3.1594,0,0.0
3412,camp 2,Medium,160 x 600,mno,146274,2521,100.8227,27,1585.102
3413,camp 2,Low,240 x 400,def,7935,50,1.9995,1,6.532
3414,camp 2,Low,240 x 400,ghi,19129,461,18.4367,16,1631.4822
3415,camp 2,Low,240 x 400,jkl,2894,31,1.2397,1,424.036
3416,camp 2,Low,240 x 400,mno,20892,112,4.4791,0,0.0
3417,camp 2,Medium,240 x 400,def,42666,709,28.355,8,421.4058
3418,camp 2,Medium,240 x 400,ghi,158704,7947,317.8197,145,12558.1248
3419,camp 2,Medium,240 x 400,jkl,23987,655,26.1955,18,1514.7034
3420,camp 2,Medium,240 x 400,mno,90607,1139,45.5525,9,685.9145
3421,camp 2,Low,300 x 250,def,8358,38,1.5197,0,0.0
3422,camp 2,Low,300 x 250,ghi,4563,98,3.9193,0,0.0
3423,camp 2,Low,300 x 250,jkl,77,1,0.0399,0,0.0
3424,camp 2,Low,300 x 250,mno,48958,234,9.3584,1,5.3857
3425,camp 2,Medium,300 x 250,abc,4,0,0.0,0,0.0
3426,camp 2,Medium,300 x 250,def,30200,372,14.8774,2,117.8466
3427,camp 2,Medium,300 x 250,ghi,35080,1721,68.8275,24,1441.1124
3428,camp 2,Medium,300 x 250,jkl,761,4,0.1599,0,0.0
3429,camp 2,Medium,300 x 250,mno,191396,2335,93.386,42,49237.1297
3430,camp 2,Low,468 x 60,def,119,0,0.0,0,0.0
3431,camp 2,Low,468 x 60,ghi,11,0,0.0,0,0.0
3432,camp 2,Low,468 x 60,mno,839,0,0.0,0,0.0
3433,camp 2,Medium,468 x 60,def,722,9,0.3599,0,0.0
3434,camp 2,Medium,468 x 60,ghi,153,0,0.0,0,0.0
3435,camp 2,Medium,468 x 60,jkl,10,0,0.0,0,0.0
3436,camp 2,Medium,468 x 60,mno,3295,6,0.2399,0,0.0
3437,camp 2,Low,580 x 400,mno,10032,216,8.6385,1,17.9435
3438,camp 2,Medium,580 x 400,mno,36828,1494,59.7486,12,824.5637
3439,camp 2,Low,670 x 90,def,1914,5,0.1999,0,0.0
3440,camp 2,Low,670 x 90,ghi,413,6,0.2399,0,0.0
3441,camp 2,Low,670 x 90,jkl,29,0,0.0,0,0.0
3442,camp 2,Low,670 x 90,mno,4342,14,0.5599,0,0.0
3443,camp 2,Medium,670 x 90,def,6212,59,2.3595,0,0.0
3444,camp 2,Medium,670 x 90,ghi,4826,81,3.2394,1,46.6322
3445,camp 2,Medium,670 x 90,jkl,218,8,0.3199,0,0.0
3446,camp 2,Medium,670 x 90,mno,16302,205,8.1985,1,86.7047
3447,camp 2,Low,728 x 90,def,10874,58,2.3196,3,70.8548
3448,camp 2,Low,728 x 90,ghi,4232,71,2.8395,1,41.7397
3449,camp 2,Low,728 x 90,jkl,981,15,0.5999,0,0.0
3450,camp 2,Low,728 x 90,mno,43389,224,8.9539,4,9.8866
3452,camp 2,Medium,728 x 90,abc,7,0,0.0,0,0.0
3453,camp 2,Medium,728 x 90,def,56939,691,27.6351,6,1118.2582
3454,camp 2,Medium,728 x 90,ghi,60049,1506,60.229,51,4434.3268
3455,camp 2,Medium,728 x 90,jkl,8717,173,6.9187,1,16.1569
3456,camp 2,Medium,728 x 90,mno,205672,2627,105.06,37,2008.4585
3458,camp 2,Low,800 x 250,mno,23,0,0.0,0,0.0
3459,camp 3,High,160 x 600,def,2251,6,0.3199,0,0.0
3460,camp 3,High,160 x 600,ghi,24,0,0.0,0,0.0
3461,camp 3,High,160 x 600,mno,20177,48,2.5595,9,1570.9386
3462,camp 3,Low,160 x 600,def,7939,6,0.3199,0,0.0
3463,camp 3,Low,160 x 600,ghi,24,0,0.0,0,0.0
3464,camp 3,Low,160 x 600,mno,35207,90,4.799,0,0.0
3465,camp 3,Medium,160 x 600,def,12208,28,1.493,0,0.0
3466,camp 3,Medium,160 x 600,ghi,42,0,0.0,0,0.0
3467,camp 3,Medium,160 x 600,mno,76883,254,13.544,6,762.9346
3468,camp 3,High,240 x 400,def,5248,13,0.6931,0,0.0
3469,camp 3,High,240 x 400,ghi,6198,55,2.9328,7,380.3099
3470,camp 3,High,240 x 400,jkl,5090,12,0.6398,0,0.0
3471,camp 3,High,240 x 400,mno,14620,12,0.6398,1,45.459
3472,camp 3,Low,240 x 400,def,7015,31,1.653,0,0.0
3473,camp 3,Low,240 x 400,ghi,2599,12,0.6398,0,0.0
3474,camp 3,Low,240 x 400,jkl,653,6,0.3199,0,0.0
3475,camp 3,Low,240 x 400,mno,14033,16,0.8531,0,0.0
3476,camp 3,Medium,240 x 400,def,16769,73,3.8926,0,0.0
3477,camp 3,Medium,240 x 400,ghi,10534,144,7.6786,0,0.0
3478,camp 3,Medium,240 x 400,jkl,4906,33,1.7597,0,0.0
3479,camp 3,Medium,240 x 400,mno,32070,53,2.8261,0,0.0
3480,camp 3,High,300 x 250,def,4024,11,0.5865,2,109.3684
3481,camp 3,High,300 x 250,ghi,1215,10,0.5332,0,0.0
3482,camp 3,High,300 x 250,jkl,165,0,0.0,0,0.0
3483,camp 3,High,300 x 250,mno,28320,88,4.6924,6,578.349
3484,camp 3,Low,300 x 250,def,15844,80,4.2659,0,0.0
3485,camp 3,Low,300 x 250,ghi,650,12,0.6398,0,0.0
3486,camp 3,Low,300 x 250,jkl,1,0,0.0,0,0.0
3487,camp 3,Low,300 x 250,mno,55959,122,6.5055,0,0.0
3488,camp 3,Medium,300 x 250,def,23070,128,6.8254,0,0.0
3489,camp 3,Medium,300 x 250,ghi,2287,54,2.8794,0,0.0
3490,camp 3,Medium,300 x 250,jkl,56,0,0.0,0,0.0
3491,camp 3,Medium,300 x 250,mno,105002,356,18.9856,5,248.1598
3492,camp 3,High,468 x 60,def,104,0,0.0,0,0.0
3493,camp 3,High,468 x 60,mno,240,0,0.0,0,0.0
3494,camp 3,Low,468 x 60,def,166,0,0.0,0,0.0
3495,camp 3,Low,468 x 60,ghi,1,0,0.0,0,0.0
3496,camp 3,Low,468 x 60,mno,538,1,0.0533,0,0.0
3497,camp 3,Medium,468 x 60,def,274,0,0.0,0,0.0
3498,camp 3,Medium,468 x 60,ghi,6,0,0.0,0,0.0
3499,camp 3,Medium,468 x 60,mno,1317,1,0.0533,1,32.6212
3500,camp 3,High,580 x 400,mno,5616,23,1.2264,2,365.2858
3501,camp 3,Low,580 x 400,mno,7694,54,2.8794,0,0.0
3502,camp 3,Medium,580 x 400,mno,16340,128,6.8255,0,0.0
3503,camp 3,High,670 x 90,def,534,2,0.1066,1,89.4384
3504,camp 3,High,670 x 90,ghi,118,0,0.0,0,0.0
3505,camp 3,High,670 x 90,jkl,18,0,0.0,0,0.0
3506,camp 3,High,670 x 90,mno,1651,0,0.0,0,0.0
3507,camp 3,Low,670 x 90,def,4306,17,0.9065,0,0.0
3508,camp 3,Low,670 x 90,ghi,42,0,0.0,0,0.0
3509,camp 3,Low,670 x 90,jkl,2,0,0.0,0,0.0
3510,camp 3,Low,670 x 90,mno,2785,1,0.0533,0,0.0
3511,camp 3,Medium,670 x 90,def,5319,17,0.9065,0,0.0
3512,camp 3,Medium,670 x 90,ghi,142,1,0.0533,0,0.0
3513,camp 3,Medium,670 x 90,jkl,51,0,0.0,0,0.0
3514,camp 3,Medium,670 x 90,mno,5943,5,0.2666,0,0.0
3515,camp 3,High,728 x 90,abc,2,0,0.0,0,0.0
3516,camp 3,High,728 x 90,def,6793,8,0.4265,1,16.7038
3517,camp 3,High,728 x 90,ghi,1054,10,0.5332,1,61.963
3518,camp 3,High,728 x 90,jkl,1455,5,0.2666,2,60.6298
3519,camp 3,High,728 x 90,mno,21680,38,2.0262,2,145.64
3521,camp 3,Low,728 x 90,abc,2,0,0.0,0,0.0
3522,camp 3,Low,728 x 90,def,7429,20,1.0664,0,0.0
3523,camp 3,Low,728 x 90,ghi,385,2,0.1066,0,0.0
3524,camp 3,Low,728 x 90,jkl,125,0,0.0,0,0.0
3525,camp 3,Low,728 x 90,mno,40706,84,4.4792,0,0.0
3526,camp 3,Medium,728 x 90,abc,3,0,0.0,0,0.0
3527,camp 3,Medium,728 x 90,def,23754,83,4.4259,0,0.0
3528,camp 3,Medium,728 x 90,ghi,1496,21,1.1198,0,0.0
3529,camp 3,Medium,728 x 90,jkl,1183,3,0.1599,0,0.0
3530,camp 3,Medium,728 x 90,mno,90991,208,11.0913,1,180.6616
3532,camp 3,High,800 x 250,mno,1,0,0.0,0,0.0
3533,camp 3,Low,800 x 250,mno,2,0,0.0,0,0.0
3534,camp 3,Medium,800 x 250,mno,4,0,0.0,0,0.0
3535,camp 1,High,160 x 600,def,19184,140,26.0,45,1349.6733
3536,camp 1,High,160 x 600,ghi,14182,127,23.0,50,1541.0349
3537,camp 1,High,160 x 600,mno,162877,1261,235.0,442,22622.4744
3538,camp 1,Low,160 x 600,def,444,1,0.1865,0,0.0
3539,camp 1,Low,160 x 600,ghi,15,0,0.0,0,0.0
3540,camp 1,Low,160 x 600,mno,2476,14,2.6113,1,7.8072
3541,camp 1,Medium,160 x 600,def,2561,9,1.6787,2,48.1094
3542,camp 1,Medium,160 x 600,ghi,566,2,0.373,0,0.0
3543,camp 1,Medium,160 x 600,mno,19367,121,22.5485,7,287.0879
3544,camp 1,High,240 x 400,def,50640,265,49.0,76,2917.2616
3545,camp 1,High,240 x 400,ghi,429511,9688,1806.0,2728,128846.3259
3546,camp 1,High,240 x 400,jkl,45298,408,76.0,161,8910.6155
3547,camp 1,High,240 x 400,mno,157336,1500,279.0,652,26612.0848
3548,camp 1,Low,240 x 400,def,638,6,1.1191,1,4.3699
3549,camp 1,Low,240 x 400,ghi,1758,26,4.8495,1,23.7149
3550,camp 1,Low,240 x 400,jkl,301,1,0.1865,0,0.0
3551,camp 1,Low,240 x 400,mno,1342,4,0.746,2,73.2633
3552,camp 1,Medium,240 x 400,def,5829,53,9.8856,12,469.9965
3553,camp 1,Medium,240 x 400,ghi,27202,780,145.4626,82,4051.3889
3554,camp 1,Medium,240 x 400,jkl,3527,53,9.8815,4,192.3307
3555,camp 1,Medium,240 x 400,mno,13290,87,16.2274,8,379.4931
3556,camp 1,High,300 x 250,abc,5,0,0.0,0,0.0
3557,camp 1,High,300 x 250,def,39149,187,34.0,68,2879.7084
3558,camp 1,High,300 x 250,ghi,58725,771,143.0,272,13958.6708
3559,camp 1,High,300 x 250,jkl,6393,17,3.0,6,118.9213
3560,camp 1,High,300 x 250,mno,261943,1706,318.0,849,47394.8517
3561,camp 1,Low,300 x 250,def,383,0,0.0,0,0.0
3562,camp 1,Low,300 x 250,ghi,177,7,1.3056,0,0.0
3563,camp 1,Low,300 x 250,jkl,23,0,0.0,0,0.0
3564,camp 1,Low,300 x 250,mno,3281,11,2.0517,0,0.0
3565,camp 1,Medium,300 x 250,def,4301,22,4.1034,0,0.0
3566,camp 1,Medium,300 x 250,ghi,2535,60,11.183,0,0.0
3567,camp 1,Medium,300 x 250,jkl,441,5,0.9326,1,214.2076
3568,camp 1,Medium,300 x 250,mno,28582,227,42.3281,21,1448.2021
3569,camp 1,High,468 x 60,def,1235,2,0.0,0,0.0
3570,camp 1,High,468 x 60,ghi,525,5,0.0,0,0.0
3571,camp 1,High,468 x 60,jkl,4,0,0.0,0,0.0
3572,camp 1,High,468 x 60,mno,2823,4,0.0,0,0.0
3573,camp 1,Low,468 x 60,def,4,0,0.0,0,0.0
3574,camp 1,Low,468 x 60,mno,23,0,0.0,0,0.0
3575,camp 1,Medium,468 x 60,def,145,0,0.0,0,0.0
3576,camp 1,Medium,468 x 60,ghi,25,0,0.0,0,0.0
3577,camp 1,Medium,468 x 60,mno,196,0,0.0,0,0.0
3578,camp 1,High,580 x 400,mno,42969,680,126.0,272,16123.1688
3579,camp 1,Low,580 x 400,mno,347,3,0.5595,2,17.6396
3580,camp 1,Medium,580 x 400,mno,3761,51,9.5126,3,302.1796
3581,camp 1,High,670 x 90,def,6094,46,8.0,18,496.9847
3582,camp 1,High,670 x 90,ghi,16315,101,18.0,54,2845.7141
3583,camp 1,High,670 x 90,jkl,306,1,0.0,4,370.6733
3584,camp 1,High,670 x 90,mno,19849,124,23.0,52,2693.9827
3585,camp 1,Low,670 x 90,def,86,0,0.0,0,0.0
3586,camp 1,Low,670 x 90,ghi,30,0,0.0,0,0.0
3587,camp 1,Low,670 x 90,jkl,2,0,0.0,0,0.0
3588,camp 1,Low,670 x 90,mno,186,0,0.0,0,0.0
3589,camp 1,Medium,670 x 90,def,595,1,0.1865,0,0.0
3590,camp 1,Medium,670 x 90,ghi,873,20,3.7304,1,29.0841
3591,camp 1,Medium,670 x 90,jkl,27,1,0.1865,0,0.0
3592,camp 1,Medium,670 x 90,mno,2046,16,2.9843,0,0.0
