,campaign_number,user_engagement,banner,placement,displays,clicks,ad_spend_by_company_x,post_click_conversions,post_click_sales_amount
2800,camp 2,Medium,160 x 600,mno,158978,2849,115.0786,52,5025.9752
2801,camp 2,Low,240 x 400,def,10193,60,2.4236,2,48.9302
2802,camp 2,Low,240 x 400,ghi,28693,683,27.5878,7,401.1217
2803,camp 2,Low,240 x 400,jkl,2936,77,3.1102,1,257.8402
2804,camp 2,Low,240 x 400,mno,24411,145,5.8569,2,136.9316
2805,camp 2,Medium,240 x 400,def,56947,1311,52.9551,6,304.1187
2806,camp 2,Medium,240 x 400,ghi,239451,14566,588.3629,244,15729.924
2807,camp 2,Medium,240 x 400,jkl,25902,1076,43.4623,19,1644.7297
2808,camp 2,Medium,240 x 400,mno,110582,2096,84.664,32,1599.8785
2809,camp 2,Low,300 x 250,abc,2,0,0.0,0,0.0
2810,camp 2,Low,300 x 250,def,9515,42,1.6965,0,0.0
2811,camp 2,Low,300 x 250,ghi,4870,143,5.7761,0,0.0
2812,camp 2,Low,300 x 250,jkl,151,0,0.0,0,0.0
2813,camp 2,Low,300 x 250,mno,55460,295,11.9151,5,256.5587
2814,camp 2,Medium,300 x 250,abc,9,0,0.0,0,0.0
2815,camp 2,Medium,300 x 250,def,34187,529,21.368,14,1581.9497
2816,camp 2,Medium,300 x 250,ghi,33932,2367,95.6105,15,2209.9082
2817,camp 2,Medium,300 x 250,jkl,1569,24,0.9694,1,36.7843
2818,camp 2,Medium,300 x 250,mno,229795,3368,136.0408,59,4603.7777
2819,camp 2,Low,468 x 60,def,146,1,0.0403,0,0.0
2820,camp 2,Low,468 x 60,ghi,2,0,0.0,0,0.0
2821,camp 2,Low,468 x 60,mno,531,0,0.0,0,0.0
2822,camp 2,Medium,468 x 60,def,755,10,0.4039,0,0.0
2823,camp 2,Medium,468 x 60,ghi,204,2,0.0807,1,2.6793
2824,camp 2,Medium,468 x 60,jkl,3,0,0.0,0,0.0
2825,camp 2,Medium,468 x 60,mno,2210,12,0.4847,0,0.0
2826,camp 2,Low,580 x 400,mno,11358,190,7.6746,1,17.167
2827,camp 2,Medium,580 x 400,mno,44308,1518,61.3159,29,2628.2505
2828,camp 2,Low,670 x 90,def,699,1,0.0403,0,0.0
2829,camp 2,Low,670 x 90,ghi,445,2,0.0807,0,0.0
2830,camp 2,Low,670 x 90,jkl,52,0,0.0,0,0.0
2831,camp 2,Low,670 x 90,mno,5275,17,0.6866,0,0.0
2832,camp 2,Medium,670 x 90,def,4655,86,3.4738,1,55.514
2833,camp 2,Medium,670 x 90,ghi,6378,128,5.1703,4,481.6619
2834,camp 2,Medium,670 x 90,jkl,537,30,1.2117,0,0.0
2835,camp 2,Medium,670 x 90,mno,18661,204,8.2401,2,370.6315
2836,camp 2,Low,728 x 90,def,15298,88,3.5545,0,0.0
2837,camp 2,Low,728 x 90,ghi,5115,94,3.7969,4,125.2852
2838,camp 2,Low,728 x 90,jkl,1838,19,0.7674,0,0.0
2839,camp 2,Low,728 x 90,mno,55513,268,10.8252,6,126.6855
2841,camp 2,Medium,728 x 90,abc,10,0,0.0,0,0.0
2842,camp 2,Medium,728 x 90,def,79769,1147,46.3307,27,1317.4165
2843,camp 2,Medium,728 x 90,ghi,76558,2699,109.02,49,4442.6257
2844,camp 2,Medium,728 x 90,jkl,16741,333,13.4508,6,303.9169
2845,camp 2,Medium,728 x 90,mno,253716,3401,137.3744,47,3227.9568
2847,camp 2,Medium,800 x 250,mno,7,0,0.0,0,0.0
2848,camp 3,High,160 x 600,def,2080,4,0.2154,0,0.0
2849,camp 3,High,160 x 600,ghi,26,0,0.0,0,0.0
2850,camp 3,High,160 x 600,mno,14784,30,1.6157,4,151.6881
2851,camp 3,Low,160 x 600,def,5551,8,0.4308,2,1143.6527
2852,camp 3,Low,160 x 600,ghi,12,0,0.0,0,0.0
2853,camp 3,Low,160 x 600,mno,18495,39,2.1004,0,0.0
2854,camp 3,Medium,160 x 600,abc,7,0,0.0,0,0.0
2855,camp 3,Medium,160 x 600,def,9128,27,1.4541,0,0.0
2856,camp 3,Medium,160 x 600,ghi,39,0,0.0,0,0.0
2857,camp 3,Medium,160 x 600,mno,38513,157,8.4555,2,81.0685
2858,camp 3,High,240 x 400,def,5102,15,0.8078,1,303.4243
2859,camp 3,High,240 x 400,ghi,6788,64,3.4468,6,521.7528
2860,camp 3,High,240 x 400,jkl,3080,9,0.4847,1,274.8994
2861,camp 3,High,240 x 400,mno,10674,16,0.8617,1,67.5128
2862,camp 3,Low,240 x 400,def,3508,5,0.2692,0,0.0
2863,camp 3,Low,240 x 400,ghi,2119,14,0.7539,0,0.0
2864,camp 3,Low,240 x 400,jkl,136,3,0.1615,0,0.0
2865,camp 3,Low,240 x 400,mno,7151,17,0.9155,0,0.0
2866,camp 3,Medium,240 x 400,def,9219,65,3.5007,0,0.0
2867,camp 3,Medium,240 x 400,ghi,7034,111,5.9781,1,21.5831
2868,camp 3,Medium,240 x 400,jkl,1212,22,1.1848,0,0.0
2869,camp 3,Medium,240 x 400,mno,18819,63,3.3929,0,0.0
2870,camp 3,High,300 x 250,abc,1,0,0.0,0,0.0
2871,camp 3,High,300 x 250,def,3648,20,1.0771,3,77.7559
2872,camp 3,High,300 x 250,ghi,765,8,0.4303,1,7.181
2873,camp 3,High,300 x 250,jkl,183,0,0.0,0,0.0
2874,camp 3,High,300 x 250,mno,22223,75,4.0387,10,1319.0456
2875,camp 3,Low,300 x 250,abc,1,0,0.0,0,0.0
2876,camp 3,Low,300 x 250,def,11957,50,2.6928,0,0.0
2877,camp 3,Low,300 x 250,ghi,475,7,0.3769,0,0.0
2878,camp 3,Low,300 x 250,jkl,8,0,0.0,0,0.0
2879,camp 3,Low,300 x 250,mno,32178,52,2.8005,0,0.0
2880,camp 3,Medium,300 x 250,abc,7,0,0.0,0,0.0
2881,camp 3,Medium,300 x 250,def,17330,125,6.7321,1,37.8346
2882,camp 3,Medium,300 x 250,ghi,1419,56,3.016,0,0.0
2883,camp 3,Medium,300 x 250,jkl,36,1,0.0538,0,0.0
2884,camp 3,Medium,300 x 250,mno,64092,200,10.7714,2,110.4879
2885,camp 3,High,468 x 60,def,59,0,0.0,0,0.0
2886,camp 3,High,468 x 60,ghi,1,0,0.0,0,0.0
2887,camp 3,High,468 x 60,mno,135,0,0.0,0,0.0
2888,camp 3,Low,468 x 60,def,63,0,0.0,0,0.0
2889,camp 3,Low,468 x 60,mno,92,0,0.0,0,0.0
2890,camp 3,Medium,468 x 60,def,151,0,0.0,0,0.0
2891,camp 3,Medium,468 x 60,ghi,2,0,0.0,0,0.0
2892,camp 3,Medium,468 x 60,mno,300,0,0.0,0,0.0
2893,camp 3,High,580 x 400,mno,4553,9,0.4847,3,46.7747
2894,camp 3,Low,580 x 400,mno,3946,17,0.9155,0,0.0
2895,camp 3,Medium,580 x 400,mno,9029,103,5.5472,1,42.9509
2896,camp 3,High,670 x 90,def,453,0,0.0,0,0.0
2897,camp 3,High,670 x 90,ghi,90,0,0.0,0,0.0
2898,camp 3,High,670 x 90,jkl,25,0,0.0,0,0.0
2899,camp 3,High,670 x 90,mno,1347,1,0.0538,0,0.0
2900,camp 3,Low,670 x 90,def,332,2,0.1077,0,0.0
2901,camp 3,Low,670 x 90,ghi,26,0,0.0,0,0.0
2902,camp 3,Low,670 x 90,jkl,1,0,0.0,0,0.0
2903,camp 3,Low,670 x 90,mno,1499,3,0.1615,0,0.0
2904,camp 3,Medium,670 x 90,def,1298,6,0.3231,0,0.0
2905,camp 3,Medium,670 x 90,ghi,99,0,0.0,0,0.0
2906,camp 3,Medium,670 x 90,jkl,29,1,0.0538,0,0.0
2907,camp 3,Medium,670 x 90,mno,3750,6,0.3231,0,0.0
2908,camp 3,High,728 x 90,def,6819,10,0.5385,0,0.0
2909,camp 3,High,728 x 90,ghi,857,9,0.4842,0,0.0
2910,camp 3,High,728 x 90,jkl,1619,5,0.2695,0,0.0
2911,camp 3,High,728 x 90,mno,19194,35,1.885,3,135.1718
2913,camp 3,Low,728 x 90,def,5093,20,1.0771,0,0.0
2914,camp 3,Low,728 x 90,ghi,239,2,0.1077,0,0.0
2915,camp 3,Low,728 x 90,jkl,71,0,0.0,0,0.0
2916,camp 3,Low,728 x 90,mno,25132,47,2.5312,1,13.4373
2917,camp 3,Medium,728 x 90,def,15665,61,3.2852,0,0.0
2918,camp 3,Medium,728 x 90,ghi,863,8,0.4308,0,0.0
2919,camp 3,Medium,728 x 90,jkl,787,10,0.5385,0,0.0
2920,camp 3,Medium,728 x 90,mno,58552,145,7.8093,2,29.1636
2921,camp 1,High,160 x 600,abc,16,0,0.0,0,0.0
2922,camp 1,High,160 x 600,def,19291,135,25.0,29,1895.9934
2923,camp 1,High,160 x 600,ghi,14118,111,20.0,30,1817.5809
2924,camp 1,High,160 x 600,mno,135808,1111,209.0,426,20278.673
2925,camp 1,Low,160 x 600,def,430,1,0.1885,0,0.0
2926,camp 1,Low,160 x 600,ghi,13,0,0.0,0,0.0
2927,camp 1,Low,160 x 600,mno,1989,1,0.1885,0,0.0
2928,camp 1,Medium,160 x 600,def,2497,21,3.9599,1,155.1394
2929,camp 1,Medium,160 x 600,ghi,615,5,0.9408,2,249.8504
2930,camp 1,Medium,160 x 600,mno,15169,139,26.2054,11,702.4032
2931,camp 1,High,240 x 400,def,46619,218,41.0,62,3440.721
2932,camp 1,High,240 x 400,ghi,402793,9633,1816.0,2747,138581.6624
2933,camp 1,High,240 x 400,jkl,55795,483,91.0,180,10808.6539
2934,camp 1,High,240 x 400,mno,137399,1473,277.0,442,22966.2848
2935,camp 1,Low,240 x 400,def,504,1,0.1885,0,0.0
2936,camp 1,Low,240 x 400,ghi,1388,25,4.7084,0,0.0
2937,camp 1,Low,240 x 400,jkl,295,2,0.3771,0,0.0
2938,camp 1,Low,240 x 400,mno,1202,4,0.7542,0,0.0
2939,camp 1,Medium,240 x 400,def,4843,21,3.9599,1,43.0748
2940,camp 1,Medium,240 x 400,ghi,25445,823,155.1642,61,4529.6603
2941,camp 1,Medium,240 x 400,jkl,4135,34,6.4036,5,617.3333
2942,camp 1,Medium,240 x 400,mno,10606,96,18.0946,16,820.5185
2943,camp 1,High,300 x 250,abc,13,0,0.0,0,0.0
2944,camp 1,High,300 x 250,def,39886,202,38.0,111,3554.0322
2945,camp 1,High,300 x 250,ghi,59260,870,164.0,283,14980.657
2946,camp 1,High,300 x 250,jkl,6102,23,4.0,12,1193.371
2947,camp 1,High,300 x 250,mno,232911,1606,302.0,602,31173.1319
2948,camp 1,Low,300 x 250,def,360,0,0.0,0,0.0
2949,camp 1,Low,300 x 250,ghi,150,3,0.5657,0,0.0
2950,camp 1,Low,300 x 250,jkl,32,1,0.1866,0,0.0
2951,camp 1,Low,300 x 250,mno,2491,7,1.3199,3,100.5483
2952,camp 1,Medium,300 x 250,def,3503,34,6.4113,5,141.5758
2953,camp 1,Medium,300 x 250,ghi,2311,67,12.6264,0,0.0
2954,camp 1,Medium,300 x 250,jkl,457,2,0.3771,0,0.0
2955,camp 1,Medium,300 x 250,mno,24972,175,32.9842,20,1601.7396
2956,camp 1,High,468 x 60,def,1188,0,0.0,1,55.278
2957,camp 1,High,468 x 60,ghi,503,3,0.0,0,0.0
2958,camp 1,High,468 x 60,jkl,8,0,0.0,0,0.0
2959,camp 1,High,468 x 60,mno,2385,5,0.0,10,718.1158
2960,camp 1,Low,468 x 60,def,3,0,0.0,0,0.0
2961,camp 1,Low,468 x 60,mno,18,0,0.0,0,0.0
2962,camp 1,Medium,468 x 60,def,128,0,0.0,0,0.0
2963,camp 1,Medium,468 x 60,ghi,25,1,0.1885,0,0.0
2964,camp 1,Medium,468 x 60,jkl,2,0,0.0,0,0.0
2965,camp 1,Medium,468 x 60,mno,227,2,0.3771,0,0.0
2966,camp 1,High,580 x 400,mno,37725,604,114.0,292,13955.4559
2967,camp 1,Low,580 x 400,mno,316,3,0.5657,0,0.0
2968,camp 1,Medium,580 x 400,mno,3205,43,8.1085,5,386.0571
2969,camp 1,High,670 x 90,def,6115,43,8.0,26,1432.0267
2970,camp 1,High,670 x 90,ghi,18737,89,16.0,53,2040.5825
2971,camp 1,High,670 x 90,jkl,528,3,0.0,0,0.0
2972,camp 1,High,670 x 90,mno,16341,138,26.0,44,2003.7878
2973,camp 1,Low,670 x 90,def,99,0,0.0,0,0.0
2974,camp 1,Low,670 x 90,ghi,21,0,0.0,0,0.0
2975,camp 1,Low,670 x 90,jkl,1,0,0.0,0,0.0
2976,camp 1,Low,670 x 90,mno,127,0,0.0,0,0.0
2977,camp 1,Medium,670 x 90,def,568,3,0.5657,0,0.0
2978,camp 1,Medium,670 x 90,ghi,1077,4,0.7542,0,0.0
2979,camp 1,Medium,670 x 90,jkl,37,1,0.1885,0,0.0
2980,camp 1,Medium,670 x 90,mno,1610,14,2.6399,1,47.2907
2981,camp 1,High,728 x 90,abc,19,0,0.0,0,0.0
2982,camp 1,High,728 x 90,def,75469,381,71.0,142,7572.6765
2983,camp 1,High,728 x 90,ghi,218025,2580,486.0,1098,48478.939
2984,camp 1,High,728 x 90,jkl,29885,197,37.0,110,3155.4044
2985,camp 1,High,728 x 90,mno,263433,1389,262.0,550,26513.1695
2987,camp 1,Low,728 x 90,def,697,0,0.0,0,0.0
2988,camp 1,Low,728 x 90,ghi,296,0,0.0,0,0.0
2989,camp 1,Low,728 x 90,jkl,137,0,0.0,0,0.0
2990,camp 1,Low,728 x 90,mno,2594,7,1.3199,0,0.0
2991,camp 1,Medium,728 x 90,def,7896,48,9.0513,5,480.5038
2992,camp 1,Medium,728 x 90,ghi,10551,187,35.2567,49,3186.2213
2993,camp 1,Medium,728 x 90,jkl,2401,25,4.7142,3,249.1551
2994,camp 1,Medium,728 x 90,mno,28458,125,23.5712,16,1575.1406
2995,camp 1,High,800 x 250,mno,15,0,0.0,0,0.0
2996,camp 2,Low,160 x 600,def,6830,21,0.8485,0,0.0
2997,camp 2,Low,160 x 600,ghi,120,10,0.404,0,0.0
2998,camp 2,Low,160 x 600,mno,37667,257,10.3848,2,45.1086
2999,camp 2,Medium,160 x 600,abc,11,0,0.0,0,0.0
3000,camp 2,Medium,160 x 600,def,24732,332,13.4145,7,621.2062
3001,camp 2,Medium,160 x 600,ghi,2777,75,3.0305,6,259.055
3002,camp 2,Medium,160 x 600,mno,153848,2887,116.6479,32,1295.2089
3003,camp 2,Low,240 x 400,def,10281,67,2.7069,1,271.1359
3004,camp 2,Low,240 x 400,ghi,30775,646,26.0988,10,475.0316
3005,camp 2,Low,240 x 400,jkl,3525,46,1.8587,0,0.0
3006,camp 2,Low,240 x 400,mno,22321,104,4.2024,0,0.0
3007,camp 2,Medium,240 x 400,def,54924,1011,40.8465,5,449.0835
3008,camp 2,Medium,240 x 400,ghi,248736,12871,520.0115,177,14019.5709
3009,camp 2,Medium,240 x 400,jkl,29213,809,32.685,11,1102.4831
3010,camp 2,Medium,240 x 400,mno,108683,1646,66.4977,21,1418.2008
3011,camp 2,Low,300 x 250,def,8703,65,2.6256,0,0.0
3012,camp 2,Low,300 x 250,ghi,5306,141,5.6958,0,0.0
3013,camp 2,Low,300 x 250,jkl,155,1,0.0404,0,0.0
3014,camp 2,Low,300 x 250,mno,53413,261,10.546,3,315.6002
3015,camp 2,Medium,300 x 250,abc,5,0,0.0,0,0.0
3016,camp 2,Medium,300 x 250,def,36376,457,18.4643,13,1299.2108
3017,camp 2,Medium,300 x 250,ghi,38674,2219,89.6485,21,1225.7491
3018,camp 2,Medium,300 x 250,jkl,1497,26,1.0501,0,0.0
3019,camp 2,Medium,300 x 250,mno,217310,2655,107.2655,33,3778.4949
3021,camp 2,Low,468 x 60,def,197,0,0.0,0,0.0
3022,camp 2,Low,468 x 60,ghi,3,0,0.0,0,0.0
3023,camp 2,Low,468 x 60,mno,450,0,0.0,0,0.0
3024,camp 2,Medium,468 x 60,def,879,14,0.5657,0,0.0
3025,camp 2,Medium,468 x 60,ghi,165,0,0.0,0,0.0
3026,camp 2,Medium,468 x 60,jkl,7,1,0.0404,0,0.0
3027,camp 2,Medium,468 x 60,mno,1897,15,0.6061,1,60.073
3028,camp 2,Low,580 x 400,mno,10061,169,6.8276,1,14.8674
3029,camp 2,Medium,580 x 400,mno,40411,1407,56.8497,38,2894.3824
3030,camp 2,Low,670 x 90,def,1920,13,0.5253,0,0.0
3031,camp 2,Low,670 x 90,ghi,577,7,0.2828,0,0.0
3032,camp 2,Low,670 x 90,jkl,39,2,0.0808,0,0.0
3033,camp 2,Low,670 x 90,mno,4785,30,1.2122,0,0.0
3034,camp 2,Medium,670 x 90,def,7195,71,2.8685,3,399.334
3035,camp 2,Medium,670 x 90,ghi,7382,166,6.7072,2,21.5226
3036,camp 2,Medium,670 x 90,jkl,536,14,0.5657,0,0.0
3037,camp 2,Medium,670 x 90,mno,17093,179,7.2326,3,241.3291
3038,camp 2,Low,728 x 90,def,15334,57,2.3032,0,0.0
3039,camp 2,Low,728 x 90,ghi,5579,96,3.8791,1,384.6698
3040,camp 2,Low,728 x 90,jkl,1626,24,0.9697,0,0.0
3041,camp 2,Low,728 x 90,mno,47593,210,8.4844,0,0.0
3043,camp 2,Medium,728 x 90,abc,6,0,0.0,0,0.0
3044,camp 2,Medium,728 x 90,def,79654,1011,40.8474,9,1376.0583
3045,camp 2,Medium,728 x 90,ghi,78293,2359,95.31,84,4869.2005
3046,camp 2,Medium,728 x 90,jkl,15589,308,12.4431,7,749.3899
3047,camp 2,Medium,728 x 90,mno,228774,2878,116.2775,22,2461.2087
3049,camp 2,Medium,800 x 250,mno,14,0,0.0,0,0.0
3050,camp 3,High,160 x 600,def,2142,0,0.0,0,0.0
3051,camp 3,High,160 x 600,ghi,18,1,0.0538,0,0.0
3052,camp 3,High,160 x 600,mno,12367,14,0.7542,0,0.0
3053,camp 3,Low,160 x 600,def,5410,3,0.1616,0,0.0
3054,camp 3,Low,160 x 600,ghi,14,0,0.0,0,0.0
3055,camp 3,Low,160 x 600,mno,13562,37,1.9934,0,0.0
3056,camp 3,Medium,160 x 600,def,9612,18,0.9697,0,0.0
3057,camp 3,Medium,160 x 600,ghi,30,0,0.0,0,0.0
3058,camp 3,Medium,160 x 600,mno,28707,129,6.9496,0,0.0
3059,camp 3,High,240 x 400,def,4358,5,0.2693,0,0.0
3060,camp 3,High,240 x 400,ghi,5091,45,2.4239,8,650.7556
3061,camp 3,High,240 x 400,jkl,2593,5,0.2693,0,0.0
3062,camp 3,High,240 x 400,mno,8582,22,1.1835,2,112.7987
3063,camp 3,Low,240 x 400,def,2592,6,0.3232,0,0.0
3064,camp 3,Low,240 x 400,ghi,1514,8,0.4298,1,170.716
3065,camp 3,Low,240 x 400,jkl,93,0,0.0,0,0.0
3066,camp 3,Low,240 x 400,mno,5006,9,0.4848,0,0.0
3067,camp 3,Medium,240 x 400,def,7725,40,2.1539,0,0.0
3068,camp 3,Medium,240 x 400,ghi,5325,97,5.226,1,393.1419
3069,camp 3,Medium,240 x 400,jkl,993,9,0.4848,1,17.9411
3070,camp 3,Medium,240 x 400,mno,13177,37,1.9934,1,3.071
3071,camp 3,High,300 x 250,def,3271,12,0.6459,0,0.0
3072,camp 3,High,300 x 250,ghi,692,12,0.6465,1,161.1871
3073,camp 3,High,300 x 250,jkl,172,3,0.1616,0,0.0
3074,camp 3,High,300 x 250,mno,16696,38,2.0473,4,792.1835
3075,camp 3,Low,300 x 250,abc,1,1,0.0538,0,0.0
3076,camp 3,Low,300 x 250,def,8540,53,2.8549,0,0.0
3077,camp 3,Low,300 x 250,ghi,334,4,0.2155,0,0.0
3078,camp 3,Low,300 x 250,jkl,1,0,0.0,0,0.0
3079,camp 3,Low,300 x 250,mno,24154,57,3.071,0,0.0
3080,camp 3,Medium,300 x 250,def,13784,130,7.0029,0,0.0
3081,camp 3,Medium,300 x 250,ghi,1078,31,1.6701,1,20.5406
3082,camp 3,Medium,300 x 250,jkl,26,0,0.0,0,0.0
3083,camp 3,Medium,300 x 250,mno,49081,160,8.6159,2,312.6909
3084,camp 3,High,468 x 60,def,57,0,0.0,0,0.0
3085,camp 3,High,468 x 60,ghi,2,0,0.0,0,0.0
3086,camp 3,High,468 x 60,mno,113,0,0.0,0,0.0
3087,camp 3,Low,468 x 60,def,45,0,0.0,0,0.0
3088,camp 3,Low,468 x 60,ghi,3,0,0.0,0,0.0
3089,camp 3,Low,468 x 60,mno,66,0,0.0,0,0.0
3090,camp 3,Medium,468 x 60,def,170,1,0.0538,0,0.0
3091,camp 3,Medium,468 x 60,ghi,1,0,0.0,0,0.0
3092,camp 3,Medium,468 x 60,mno,229,0,0.0,0,0.0
3093,camp 3,High,580 x 400,mno,3140,18,0.9697,2,161.1467
3094,camp 3,Low,580 x 400,mno,3059,11,0.5926,0,0.0
3095,camp 3,Medium,580 x 400,mno,6778,57,3.071,0,0.0
3096,camp 3,High,670 x 90,def,559,2,0.1077,0,0.0
3097,camp 3,High,670 x 90,ghi,90,0,0.0,0,0.0
3098,camp 3,High,670 x 90,jkl,15,0,0.0,0,0.0
3099,camp 3,High,670 x 90,mno,1141,2,0.1077,0,0.0
3100,camp 3,Low,670 x 90,def,2831,9,0.4848,0,0.0
3101,camp 3,Low,670 x 90,ghi,13,0,0.0,0,0.0
3102,camp 3,Low,670 x 90,jkl,1,0,0.0,0,0.0
3103,camp 3,Low,670 x 90,mno,1116,0,0.0,0,0.0
3104,camp 3,Medium,670 x 90,def,4531,19,1.0236,0,0.0
3105,camp 3,Medium,670 x 90,ghi,84,1,0.0538,0,0.0
3106,camp 3,Medium,670 x 90,jkl,13,0,0.0,0,0.0
3107,camp 3,Medium,670 x 90,mno,2756,6,0.3232,0,0.0
3108,camp 3,High,728 x 90,def,5964,14,0.7542,0,0.0
3109,camp 3,High,728 x 90,ghi,721,1,0.0538,0,0.0
3110,camp 3,High,728 x 90,jkl,1220,4,0.2155,1,105.7878
3111,camp 3,High,728 x 90,mno,14462,29,1.5624,3,324.893
3113,camp 3,Low,728 x 90,abc,1,0,0.0,0,0.0
3114,camp 3,Low,728 x 90,def,3627,11,0.5926,0,0.0
3115,camp 3,Low,728 x 90,ghi,192,1,0.0538,0,0.0
3116,camp 3,Low,728 x 90,jkl,30,1,0.0538,0,0.0
3117,camp 3,Low,728 x 90,mno,19283,32,1.724,0,0.0
3118,camp 3,Medium,728 x 90,def,12413,54,2.9049,1,34.8728
3119,camp 3,Medium,728 x 90,ghi,632,5,0.2693,0,0.0
3120,camp 3,Medium,728 x 90,jkl,397,2,0.1072,0,0.0
3121,camp 3,Medium,728 x 90,mno,46611,112,6.032,0,0.0
3122,camp 3,High,800 x 250,mno,3,0,0.0,0,0.0
3123,camp 1,High,160 x 600,abc,18,0,0.0,0,0.0
3124,camp 1,High,160 x 600,def,15547,99,18.0,19,1423.7894
3125,camp 1,High,160 x 600,ghi,11646,97,18.0,37,1160.6199
3126,camp 1,High,160 x 600,mno,122771,1019,190.0,389,19506.8248
3127,camp 1,Low,160 x 600,def,233,1,0.1866,0,0.0
3128,camp 1,Low,160 x 600,ghi,18,0,0.0,0,0.0
3129,camp 1,Low,160 x 600,mno,1762,7,1.3064,0,0.0
3130,camp 1,Medium,160 x 600,def,1825,7,1.3064,0,0.0
3131,camp 1,Medium,160 x 600,ghi,495,14,2.6128,1,24.4759
3132,camp 1,Medium,160 x 600,mno,12996,96,17.917,16,1065.3158
3133,camp 1,High,240 x 400,def,36800,179,33.0,24,1384.6234
3134,camp 1,High,240 x 400,ghi,291047,6666,1244.0,2208,100614.3206
3135,camp 1,High,240 x 400,jkl,41129,336,62.0,103,7079.6523
3136,camp 1,High,240 x 400,mno,108378,871,162.0,454,18184.6366
3137,camp 1,Low,240 x 400,def,379,2,0.3732,0,0.0
3138,camp 1,Low,240 x 400,ghi,774,13,2.4262,0,0.0
3139,camp 1,Low,240 x 400,jkl,264,1,0.1866,0,0.0
3140,camp 1,Low,240 x 400,mno,745,2,0.3732,0,0.0
3141,camp 1,Medium,240 x 400,def,3326,19,3.546,1,11.3181
3142,camp 1,Medium,240 x 400,ghi,14469,442,82.4929,46,2405.5191
3143,camp 1,Medium,240 x 400,jkl,2766,32,5.9723,3,52.5512
3144,camp 1,Medium,240 x 400,mno,8068,49,9.1451,28,1822.8962
3145,camp 1,High,300 x 250,abc,26,0,0.0,0,0.0
3146,camp 1,High,300 x 250,def,32401,199,37.0,93,5378.8237
3147,camp 1,High,300 x 250,ghi,62102,965,180.0,403,22786.2566
3148,camp 1,High,300 x 250,jkl,2710,17,3.0,4,283.7393
3149,camp 1,High,300 x 250,mno,206288,1545,288.0,685,32369.7415
3150,camp 1,Low,300 x 250,def,255,9,1.6797,0,0.0
3151,camp 1,Low,300 x 250,ghi,220,2,0.3732,0,0.0
3152,camp 1,Low,300 x 250,jkl,4,0,0.0,0,0.0
3153,camp 1,Low,300 x 250,mno,2482,7,1.3064,6,646.2789
3154,camp 1,Medium,300 x 250,def,3181,28,5.2257,4,129.1918
3155,camp 1,Medium,300 x 250,ghi,2721,85,15.864,6,233.9876
3156,camp 1,Medium,300 x 250,jkl,205,2,0.3732,0,0.0
3157,camp 1,Medium,300 x 250,mno,21395,156,29.0981,11,580.6308
3158,camp 1,High,468 x 60,def,1092,0,0.0,0,0.0
3159,camp 1,High,468 x 60,ghi,391,0,0.0,0,0.0
3160,camp 1,High,468 x 60,jkl,12,0,0.0,0,0.0
3161,camp 1,High,468 x 60,mno,2178,2,0.0,0,0.0
3162,camp 1,Low,468 x 60,def,5,0,0.0,0,0.0
3163,camp 1,Low,468 x 60,ghi,1,0,0.0,0,0.0
3164,camp 1,Low,468 x 60,mno,14,0,0.0,0,0.0
3165,camp 1,Medium,468 x 60,def,61,0,0.0,0,0.0
3166,camp 1,Medium,468 x 60,ghi,14,0,0.0,0,0.0
3167,camp 1,Medium,468 x 60,jkl,1,0,0.0,0,0.0
3168,camp 1,Medium,468 x 60,mno,148,0,0.0,0,0.0
3169,camp 1,High,580 x 400,mno,32444,468,87.0,308,20853.9918
3170,camp 1,Low,580 x 400,mno,301,2,0.3732,0,0.0
3171,camp 1,Medium,580 x 400,mno,2459,37,6.9055,2,91.9446
3172,camp 1,High,670 x 90,def,4590,34,6.0,23,1395.0208
3173,camp 1,High,670 x 90,ghi,14949,107,20.0,39,1026.2956
3174,camp 1,High,670 x 90,jkl,286,2,0.0,0,0.0
3175,camp 1,High,670 x 90,mno,14751,86,16.0,27,1924.4393
3176,camp 1,Low,670 x 90,def,64,0,0.0,0,0.0
3177,camp 1,Low,670 x 90,ghi,20,1,0.1866,0,0.0
3178,camp 1,Low,670 x 90,jkl,1,0,0.0,0,0.0
3179,camp 1,Low,670 x 90,mno,216,0,0.0,0,0.0
3180,camp 1,Medium,670 x 90,def,428,4,0.7465,0,0.0
3181,camp 1,Medium,670 x 90,ghi,715,8,1.493,1,58.5235
3182,camp 1,Medium,670 x 90,jkl,30,0,0.0,0,0.0
3183,camp 1,Medium,670 x 90,mno,1367,10,1.8663,4,70.2016
3184,camp 1,High,728 x 90,abc,25,0,0.0,0,0.0
3185,camp 1,High,728 x 90,def,59288,283,52.0,110,6663.7537
3186,camp 1,High,728 x 90,ghi,179662,1935,361.0,1005,43738.2323
3187,camp 1,High,728 x 90,jkl,18061,139,26.0,58,1757.5071
3188,camp 1,High,728 x 90,mno,225596,1100,205.0,776,31346.8728
3190,camp 1,Low,728 x 90,def,613,3,0.5599,0,0.0
3191,camp 1,Low,728 x 90,ghi,295,8,1.493,1,69.8683
3192,camp 1,Low,728 x 90,jkl,109,1,0.1866,0,0.0
3193,camp 1,Low,728 x 90,mno,2283,10,1.8663,4,48.2986
3194,camp 1,Medium,728 x 90,def,6042,20,3.7325,2,291.8491
